id,country,description,designation,points,price,province,region_1,region_2,variety,winery
87732,Austria,"A seriously ageworthy wine that has a crystal clarity, a sharp texture that then opens out with inviting green plum and apricot flavors. It remains intensely fresh, but richness develops under the taut minerality. Keep for many years. Imported by Blue Danube Wine Co.",Steinriegl Smaragd,94,44.0,Wachau,,,Riesling,Schmelz
87733,France,"The nose powers with wood and high toast aromas, but the palate reveals sufficient ripe pineapple and yellow fruit flavors to act as a balance. There is a prominent acidity that cuts through this richness. The wine certainly needs 3–4 years for the wood to soften and integrate better with the fruit, but then this will be a superb wine. Imported by Robert Kacher Imports.",Les Caillerets Premier Cru,94,102.0,Burgundy,Chassagne-Montrachet,,Chardonnay,Domaine Marc Morey
87734,US,"Young and full-bodied, with a pie-filling wealth of cherries, raspberries, sassafras, orange peel, cinnamon, pepper and sandalwood. Dazzles with richness, a food group of its own. Yet balanced and elegant. Calls for a great steak, and should age well through 2012.",Evelyn,94,90.0,California,Santa Maria Valley,Central Coast,Pinot Noir,Tantara
87735,Austria,"A glorious, ripe, spicy wine that keeps its origins clear with its tight edge of stone and steel, which brings the acidity under the sweet pear and yellow berry fruits. With its rich, round finale, this is a firm but opulent wine. Imported by Vin Divino.",Achleiten Smaragd,94,76.0,Wachau,,,Grüner Veltliner,Prager
87736,US,"It's hard to believe the price on this wonderful Pinot Noir. It's such a beauty. Ripe, rich and opulent, it shows powerful flavors of cherries, raspberries, red currants, anise, cocoa and sandalwood, yet remains elegant and delicate through the long, spicy finish. Just terrific. Scoop this one up while you can.",Lucia Highlands Vineyard Estate Grown,94,28.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Pessagno
87737,US,"Erupts in aromas of spices, grilled meat and black pepper. In the mouth, it turns lush, with massive flavors of cherries, blackberries, black raspberries and mocha. Three-fourths new oak adds elements of vanilla, smoke and butter. Tremendous, and a great success for the vintage. Now–2012.",Bone Rock,94,75.0,California,Paso Robles,Central Coast,Rhône-style Red Blend,Saxum
87738,Spain,"Opens with touches of coconut, mineral, violet petals and sweet black fruits. The mouthfeel is textured and smooth, while the flavors of raspberry, blackberry and plum are deep, delectable and of very high quality. This is Ribera del Duero wine at the optimal intersection of power, flavor and human care and concern. Drink now and over the next four years. Imported by Fine Estates From Spain. Editors' Choice.",Malleolus,93,70.0,Northern Spain,Ribera del Duero,,Tinto Fino,Emilio Moro
87739,France,"A wine with great substance, a rounded, lightly toasty character giving richness. It doesn't lose the freshness of Chablis, with the pear and green plum fruits lifted by a fine grapefruit and lime citrus character. Worth aging for 4–5 years, but already ready to drink. Imported by Wilson Daniels Ltd.",Les Clos Grand Cru,93,117.0,Burgundy,Chablis,,Chardonnay,Joseph Faiveley
87740,US,"With a pretty color of shining ruby, this Pinot has flamboyant flavors of ripe red cherries, red plums, red currants and dusty spices, with an edge of mocha and sandalwood. Just beautiful. Now through 2013.",Nielson Vineyard,93,28.0,California,Santa Maria Valley,Central Coast,Pinot Noir,Byron
87741,France,"Hinting at opulence to come, this is a rich wine. Its tannins are powerful but do not detract from the ripe berry and stone fruits. It has a fine, balanced texture with the sweetness of the fruit lifted by delicious acidity. Give this wine five years at least.",Le Rognet,93,156.0,Burgundy,Corton,,Pinot Noir,Bertrand Ambroise
87742,France,"A big, bold wine, its fruits etched richly against the ripe tannins and spice. The sweet fig and plum flavors are balanced well with the refreshing raspberry juice acidity. A fine, dark wine that will age for several years.",Les Cazetiers Premier Cru,93,256.0,Burgundy,Gevrey-Chambertin,,Pinot Noir,Sérafin Père et Fils
87743,France,"This is opulent Meursault at its best, all rounded corners, a padded texture and toast mingling easily with yellow fruits. It is delicious now, but with that toast still showing strongly, it should age over 2–3 years to be at its best.",Les Charmes Premier Cru,93,89.0,Burgundy,Meursault,,Chardonnay,Xavier Monnot
87744,France,"You can feel the wood, rather than tasting it, such is the delicious fruit character: layers of ripe white fruits, shot through with citrus, white figs and crisp nectarine. The wine is edging towards youthful austerity but the fruit gives it great life and freshness. Imported by Robert Kacher Imports.",,93,178.0,Burgundy,Corton-Charlemagne,,Chardonnay,Domaine Laleure-Piot
87745,France,"Intensely fruity initially, with red cherry and raspberry fruit flavors, this wine then opens into more secondary flavors. There is a definite barnyard, smoky edge, followed by dark, dry tannins and a mineral edge. It is worth aging for 3–4 years.",Beaune Teurons Premier Cru,93,75.0,Burgundy,Beaune,,Pinot Noir,Albert Morot
87746,France,"A rich wine, with delicious juicy white fruit flavors that roll around the mouth. The fruits are right up front initially, but then the structure of toast, apple skin tannins and some spice come in, giving fine complexity, promising good aging. Keep for 4–5 years, probably more. Imported by Wilson Daniels Ltd. Cellar Selection.",Les Preuses Grand Cru,93,108.0,Burgundy,Chablis,,Chardonnay,Joseph Faiveley
87747,Austria,"A selection of parcels and barrels produce a firmly concentrated, ageworthy wine. This is a collaboration between Portuguese Douro producer Dirk van de Niepoort and Austrian consultant and winemaker Dorli Muhr. The wine has a dark, mineral, almost tense character, powered by firm, dry tannins, along with wood spice and a final dusty texture. Age for 3–4 years. Imported by Martine's Wines.",Spitzerberg,93,45.0,Carnuntum,,,Blaufränkisch,Muhr-Van der Niepoort
87748,France,"A finely made ripe wine benefiting from low yields. The fruit is sweet raspberry juice, with a wonderful burst of fresh acidity. While there are tannins to show restraint, they are way behind the precise, delicious mouthfilling fruit. Worth aging for 3–4 years.",Clos des Chênes Premier Cru,93,64.0,Burgundy,Volnay,,Pinot Noir,Xavier Monnot
87749,Spain,"Very ripe, rich and rewarding. Perpetual is Torres' top wine from the Priorat, and it's a winner in 2006; it has polish, power and life. The nose is dark and alluring, while the palate hits comfortably with bold black cherry, cured meat, herb and tobacco flavors. Long and honest on the finish, with thrust. Good now thru 2013. Imported by Dreyfus, Ashby & Co. Editors' Choice.",Perpetual,93,53.0,Catalonia,Priorat,,Red Blend,Torres
87750,Portugal,"Big, tannic and bold wine, this has ripe black fruits and sweet tannins, with a firm, mineral edge. Richness and structure combine to form a dense wine that should age for over three years.",Azul Portugal Reserva,89,,Douro,,,Portuguese Red,Wines & Winemakers
87751,US,"A strongly flavored Pinot, this has plenty of saturated cherry-jam fruit. Tart acidity and some chili pepper heat from the alcohol contribute to the mouthfeel, while oak brings a toast note. This is likely to be best over the next few years.",Gunsalus Vineyard,89,50.0,California,Russian River Valley,Sonoma,Pinot Noir,Savannah-Chanelle
87752,US,"Shows the tart acidity and laser-like fruit purity of Edna Valley wines, with intense raspberry, cherry and oak flavors. A bit direct now, with everything flashing on the surface, but it could develop funky, earthy complexities in 6–7 years.",1772,89,52.0,California,Edna Valley,Central Coast,Pinot Noir,Tolosa
87753,Italy,"This beautiful Prosecco offers just a touch of perfectly ripe summer fruit against a lively background of crushed stone, lemon zest and white almond. The finish is dry, clean and superfresh.",Particella 68 Brut,89,20.0,Veneto,Conegliano Valdobbiadene Prosecco Superiore,,Glera,Sorelle Bronca
87754,Argentina,"So ripe it's edging toward raisiny, with plum, nutmeg, charcoal and licorice notes. Jammy, soft and borderline syrupy on the palate, this has saturated flavors of black fruit, burnt caramel and mushroom. This is toasty on the finish but without much grip or edge. Drink now–2014.",Gran Las Divas Vineyard,89,32.0,Mendoza Province,Tupungato,,Malbec,Riglos
87755,US,"This effort continues Babcock's consistent performance with this bottling. It has creamy weight and opulence, with lighter flavors of lemon and lime and a lovely streak of honeysuckle flower.",Naughty Little Hillsides,89,20.0,California,Sta. Rita Hills,Central Coast,Pinot Gris,Babcock
87756,US,"Made in the winery's style of dry elegance, this lovely Pinot Noir shows rich cherry, pomegranate, cola and mineral flavors. It's fairly full bodied, and it feels young and tough in tannins and acids. Give it some decanting and drink now.",Kessler-Haak Vineyard,89,40.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Kessler-Haak
87757,US,"Ripe flavors of berry, cherry, cassis and toasted oak dominate this perky young Syrah. The tannins are pure Napa—supple and intricate—while the acidity provides a deft touch of tartness. Drink now.",,89,45.0,California,Napa Valley,Napa,Syrah,Keever
87758,France,"Jessiaume also runs a negociant business, and this Meursault is a good example. With a ripe, full white-fruit flavor, a note of smoky wood and a rounded texture, it is developing well, if fast. Drink over the next 4–5 years.",Charmes Premier Cru,89,115.0,Burgundy,Meursault,,Chardonnay,Maison Jessiaume
87759,France,"While the first signs of maturity are showing, the wine also retains fresh currant and pear flavors. It is warm, rounded and ripe, with some yeast and toast notes as well as touches of spiced pear and baked apples.",Muhlforst,89,,Alsace,Alsace,,Riesling,Domaine Vincent Stoeffler
87760,France,"A wine that combines a tangy citrus character with currant and kiwi flavors, this is ripe, full bodied and open. Although it's ready to drink now, it could age over several years.",Cuvée Théo,89,,Alsace,Alsace,,Riesling,Domaine Weinbach
87761,France,"A rich wine that's full of ripe creamed-pear and apricot flavors, this has an open feel that contrasts with tangy, mineral acidity.",Burg,89,30.0,Alsace,Alsace,,Riesling,Gustave Lorentz
87762,US,"Faintly floral and deliciously soft and round, this Easton Barbera has a leathery backdrop to its dried currant and plum flavors, with a subtle layer of tomato leaf. The savory acidity should pair well with pasta dripping in red sauce.",Monarch Mine Vineyard,89,25.0,California,Sierra Foothills,Sierra Foothills,Barbera,Easton
87763,New Zealand,"Craggy Range's Pinot Noir is typically an intense, concentrated wine, and the current release is no exception. Dark cherry fruit is nicely framed by vanillin oak, the tannins are creamy smooth and the acids provide tangy relief on the finish. Drink now–2018.",Te Muna Road Vineyard,89,39.0,Martinborough,,,Pinot Noir,Craggy Range
87764,US,"The art is in the blend here—a commingling of vintages and vineyards. The wine is fruity, fleshy and briary, with a spicy cardamom note on the midpalate and a finely honed texture.",Blend 4,89,18.0,California,Mendocino County,Mendocino/Lake Counties,Zinfandel,Claudia Springs
87765,France,"This is classically perfumed and floral, with an extra burst of richness. It bears flavors of white and red currants, with intense, tangy acidity. For aging over 3–4 years, this has a medium-term future.",Genèse,89,,Alsace,Alsace,,Riesling,Vignoble des 2 Lunes
87766,Argentina,"Lemony oak and wood shavings are the initial aromas, and with time the nose transitions to vanilla and mocha notes. It feels jammy and saturated, with thick berry flavors bolstered by hints of creamy oak and spice. It turns more oaky on the finish, with cinnamon and resin tones taking over.",,89,15.0,Mendoza Province,Mendoza,,Malbec,Tempus Alba
87767,New Zealand,"This full-bodied, off-dry wine represents a pretty good value in the current market. The flavors hint at peach, melon and citrus but finish clean and refreshing despite evident sweetness.",,89,17.0,Nelson,,,Pinot Gris,Seifried
87768,US,"Lightly funky and showing definite signs of early maturity, this smooth, medium-bodied wine is ready to drink now. Flavors of blood oranges, berries and cherries mingle in this smooth, easy-drinking effort.",Lia's Vineyard,89,35.0,Oregon,Chehalem Mountains,Willamette Valley,Pinot Noir,Seven of Hearts
87769,US,"A well-constructed Cabernet that offers lots of high-quality pleasure. It feels smooth and velvety, with firm tannins supporting ripe flavors of blackberry, currant and cedar. With it's high production, this should be relatively easy to find.",Vintner's Collection,89,15.0,California,Central Coast,Central Coast,Cabernet Sauvignon,Sterling
87770,France,"Relatively high in red currant acidity, this has a rustic side to it, although the fruit has potential richness and should show in 2–3 years.",,89,,Burgundy,Chambolle-Musigny,,Pinot Noir,Roux Père et Fils
87771,France,"A wood-aged wine, this is crisp while also rounded. It has weight, with pear and apple flavors and a great tang of forward acidity. This is attractive and well worth aging.",Clos de Mollepierres,89,,Burgundy,Rully,,Chardonnay,Roux Père et Fils
87772,Argentina,"Dark, earthy and smoky up front, this has notes of cola, lead pencil and moss that are distinct to Cafayate. Full in feel, this has high acidity, with flavors of mossy, herbal black fruits. Bold, earthy and individual in character.",Don David Finca La Maravilla #6,89,20.0,Other,Cafayate,,Malbec,Michel Torino
87773,Portugal,"Minerally in texture, this has a core of firm tannin, with streaks of red fruit and acidity. It is always going to be a firm, dry wine.",Colheita,89,19.0,Dão,,,Portuguese Red,Vinha Paz
87774,France,"Full and round, this is a rich wine, with a fine, tangy texture. There is a core of lime and other citrus flavors, with tight acidity. Age this for several more months before drinking.",Les Comtes de Ribeauvillé,88,,Alsace,Alsace,,Riesling,Cave de Ribeauvillé
87775,US,"An interesting wine that grows on you as you experience it. Bone dry and softly elegant, it has a crisp spine of acidity framing delicate flavors of sour cherry candy, tobacco and spice. It has the feel of a Pinot Noir, although it's a predominantly Bordeaux-style blend, with a splash of Syrah.",Claret,88,20.0,California,Paicines,Central Coast,Red Blend,Donati
87776,Italy,"This opens with a fragrant bouquet of white flower, nectarine and fresh honeydew melon, leading to soft fizz and steady perlage in the mouth.",Millesimato Dry,88,20.0,Veneto,Conegliano Valdobbiadene Prosecco Superiore,,Glera,Drusian
87777,US,"The cool vintage has given this wine lots of perky acidity and dry tannins as well as an earthy, mushroomy quality to the blackberry and cherry flavors. Probably best enjoyed soon, but give it a decant before serving.",Dutton Ranch Morelli Lane Vineyard,88,45.0,California,Russian River Valley,Sonoma,Zinfandel,Dutton-Goldfield
87778,US,"Aromas of green apple, melon, pear and a hint of Meyer lemon introduce this tart and flavorful Pinot Gris. It's lightly spiced, fruity and compact.",Estate Renovação,88,20.0,Oregon,Willamette Valley,Willamette Valley,Pinot Gris,Coelho
87779,Italy,"This opens with sweet fruit tones of honeydew, ripe peach and apricot. The full, generous mouthfeel is quite loveable.",,88,20.0,Northeastern Italy,Collio,,Pinot Grigio,Conti Formentini
87780,France,"While the texture is rich and full-bodied, there is an edge of sharp acidity that takes away from the generous ripeness. Tannins and juicy red fruits are present, but the acidity is a little jarring.",Clos du Chapitre Premier Cru,85,68.0,Burgundy,Fixin,,Pinot Noir,Domaine Guy & Yvan Dufouleur
87781,France,"This is light and fruity, but it could use some more concentration. It has an attractive apple flavor and a touch of citrus. For a grand cru, it is surprisingly ready to drink.",Les Clos Grand Cru,85,,Burgundy,Chablis,,Chardonnay,Domaine L. Chatelain
87782,US,"Tight-lipped aromas of golden fig and dried strawberry are underpinned by a touch of chocolate. Supple and chocolaty tasting on the palate, this has balanced tannins and acids that lend just-enough structural support.",,85,18.0,Missouri,Augusta,,Norton,Augusta Winery
87783,Spain,"Golden in color, this has bready baked-apple aromas. It feels plump and soft for a brut nature, with a maderized quality to the palate. It tastes extremely dry, like seltzer water blended with citrus, almond and butterscotch. It continues on the same flavor plane throughout the finish.",Cristalino Brut Nature,85,15.0,Catalonia,Cava,,Sparkling Blend,Jaume Serra
87784,US,"Fruity and floral smelling, this has key aromas of Fruit Loops, orange blossom and apricot, with graham cracker and peanut shell subtleties. It tastes off-dry, with an unctuous feel, finishing with some cling and a zingy citrus-zest flavor.",La Belle Semi Dry,85,8.0,Missouri,Missouri,,White Blend,Les Bourgeois
87785,France,"Very minerally in character, this is taut and edgy, laced with acidity, citrus fruit and a tangy character. It's bright, crisp and so fresh.",,85,,Burgundy,Chablis,,Chardonnay,Louis Jadot
87786,Spain,"The oyster and clam shell aromas are briney to say the least. The palate is acidic and scouring, with lime, lemon and green melon flavors. It turns pithy on the finish, then a little bitter.",,85,18.0,Galicia,Rías Baixas,,Albariño,Lagar de Costa
87787,US,"This Pinot tastes so oaky, it's like chewing on barrel staves. Notes of vanilla, buttered toast and the creamy-sweet flavor of oak sap completely overwhelm what otherwise seems like a good wine. This is a real outlier among MacPhail's other 2010 Pinot Noirs.",The Flyer,85,59.0,California,Russian River Valley,Sonoma,Pinot Noir,MacPhail
87788,South Africa,"Accents of crushed violets add interest to the wild strawberry, blackberry and plum fruit core. Mouthwatering and clean, this has dusty tannins and medium acidity that provide a nice structure.",Wild Wine,85,10.0,Western Cape,,,Pinotage,Mwitu
87789,France,"This is light and fruity, with its red fruit upfront. The tannins are balanced, in keeping with the wine's perfumed nature. The youthful acidity on the finish is likely to soften out in a year.",Buissonnier,85,16.0,Burgundy,Côte Chalonnaise,,Pinot Noir,Vignerons de Buxy
87790,US,This is a fruity Merlot with a strong lemony streak. There are hints of pepper as well. Drink soon.,,85,27.0,Washington,Wahluke Slope,Columbia Valley,Merlot,Tildio
87791,US,"Easy drinking, this is rich in raspberry and cherry flavors, with enough acidity to give the fruit a tangy edge. The unusual blend is mostly Tannat, Zinfandel, Cabernet Sauvignon and Petite Sirah.",,85,13.0,California,California,California Other,Red Blend,Stark Raving
87792,US,"There's a slightly dusty, grassy element to this understated Sauvignon Blanc, but the palate is nicely concentrated, with abundant yellow-peach and tangerine flavors. The lemonade-like acidity is brisk and refreshing. Drink now.",,85,15.0,New York,Finger Lakes,Finger Lakes,Sauvignon Blanc,White Springs
87793,Italy,"This is redolent of red cherry, spice, leather and dried apple skin, with a sharp touch of medicinal herb on the finish.",,85,24.0,Veneto,Valpolicella Superiore,,"Corvina, Rondinella, Molinara",Zanoni
87794,Italy,"Easy and fresh, this ruby-colored wine opens with cherry, blackberry and dried rose aromas. It's clean and crisp, with a simple finish.",Grotta del Ninfeo,85,19.0,Veneto,Valpolicella,,"Corvina, Rondinella, Molinara",Domenico Fraccaroli
87795,US,"This is easy to drink, with crisp, mouthwatering acidity that brightens the lemon, lime and tropical fruit flavors. It's slightly sweet, but not overtly so—just enough to pair with Asian-inspired fare.",,85,12.0,California,California,California Other,Pinot Grigio,Butterfly Kiss
87796,Argentina,"Initial tar and asphalt aromas yield to grapy berry and earth notes. It feels hard but not real deep, with a short wild-berry flavor that leads to a reasonably good but superficial finish. Juicy and fresh.",Alta,85,9.0,Other,Tulum Valley,,Shiraz,Callia
87797,South Africa,"There's an herbal streak to the berry center of this wine, with just the faintest suggestion of mocha that unfolds on the finish. The texture is full and slightly creamy, with dusty tannins providing enough structure and balance.",,85,10.0,Robertson,,,Syrah,Excelsior
87798,US,"Herbaceous and brisk, this elegant, medium-bodied Cabernet perks up on the palate with its crisp red-fruit and acidity. Straightforward yet pleasantly accented with hints of violet and black coffee, it would pair well with a variety of earthy, fall braises.",,85,14.0,New York,Finger Lakes,Finger Lakes,Cabernet Sauvignon,Fulkerson
87799,US,"A dominant feral aroma of sweaty saddle leather overlays the core of dark stone fruit. Medium to full bodied, this has appetizing acids that juice up the salient black-tea and black cherry flavors. Astringent and dry on the finish, this should pair well with juicy steaks and sautéed mushrooms.",,85,26.0,Virginia,Virginia,,Cabernet Sauvignon,Annefield Vineyards
87800,US,"A tough vintage turns out a tough wine—chewy, tart, slender and herbal. Some pretty blackberry fruit is tucked tightly into the core, but it is overtaken by the acidity and drying tannins.",,85,18.0,Washington,Yakima Valley,Columbia Valley,Cabernet Sauvignon,Airfield Estates
87801,US,"Smoky oak, vanilla spice, savory mushroom and wet earth notes add a savory element to the bright red-cherry and fresh herb flavors. It's straightforward, full bodied and pleasant drinking, with a medium-long finish.",,85,16.0,New York,Finger Lakes,Finger Lakes,Cabernet Franc,Lakewood
87802,US,"Deep and dark smelling, this has aromas of Mission fig, black fruit compote and spiced pastry. It's a heavyweight effort with a dense texture, but the acidity saves it from feeling ponderous. An overripe flavor of sun-dried fruit dominates the flavor profile, concluding with a touch of Bourbon barrel on the medium-long finish.",Private Reserve Double Barrel Cerro Santo Vineyard,85,22.0,Texas,Texas,,Primitivo,Messina Hof
87803,US,"Smoky and oaky, this is a blend of 85% Petite Sirah and 15% Petit Verdot, creating one black, dense, vanilla-infused package that's rich and ready to drink now.",Petite Petit,85,18.0,California,Lodi,Central Valley,Red Blend,Michael David
87804,US,"Hints of black coffee, dried lavender and herb add punch to the lean plum and cherry flavors of this medium-bodied Cabernet Franc blend. Brisk on the palate, with an herbaceous, green note that persists, it finishes firm, with a chalky coating of tannins.",Rob Roy Red,85,40.0,New York,Finger Lakes,Finger Lakes,Bordeaux-style Red Blend,McGregor
87805,France,"Intense acidity precedes the ripe yellow fruits of this bright wine. It has a rich texture that's very minerally and steely, pairing with a vanilla note from its wood aging. It's a wine to be consumed young, over the next 2–3 years.",Les Vieilles Vignes,85,,Burgundy,Chablis,,Chardonnay,Pascal Bouchard
87806,US,"This is an oaky, seemingly sweet, blackberry- and strawberry-tinged blend of 65% Zinfandel, 30% Sangiovese and 5% Syrah. With an earthy note of sage running through, this is a food friendly wine that'll require a hearty meal to tame it down.",Mistero,85,22.0,California,Sierra Foothills,Sierra Foothills,Red Blend,Naggiar
87807,Spain,"The aromas are slightly maderized and soft, with hints of baked apple and corn cake. It feels plump, mealy and a touch flat, with nectarine and wheat flavors. Chunky and peachy on the finish, this is starting to fade.",La Casa de las Esencias,85,12.0,Northern Spain,Rueda,,Verdejo,Pico Cuadro
87808,US,"There are lots of rich, ripe vanilla, buttered toast and tropical fruit flavors in this creamy wine. Brightened with acidity, it will appeal to plenty of Chardonnay fans.",,85,15.0,California,Sonoma County,Sonoma,Chardonnay,Steelhead Vineyards
87809,South Africa,"This smells dark and concentrated, yet the blackberry and cassis core is lifted by a powdery, purple-potpourri accent. There's a strong woody presence on the palate, with baking spice and vanilla bean flavors that linger.",,85,13.0,Paarl,,,Cabernet Sauvignon,Tormentoso
87810,Austria,"This vineyard was planted with a whole range of varieties, with a predominance of Pinot Blanc. The result is a smooth, creamy, ripe, plum-textured wine, pierced by grapefruit. It is full bodied, complex.",Alter Weingarten Mischsatz,90,,Niederösterreich,,,White Blend,Norbert Bauer
87811,Italy,"This Barolo, made within the township of Barolo, opens with a slightly brownish, amber appearance and delivers earth-driven aromas of licorice, white mushroom, pressed violets and cola. Pair this elegant and traditional wine with game hen stuffed with chestnuts and chopped garden herbs.",,90,56.0,Piedmont,Barolo,,Nebbiolo,Scarzello
87812,Italy,"Garnet ruby with orange highlights—characteristic coloring of the Nebbiolo grape—give this wine an elegant, classic appearance. Aromas focus on dried berries, spice and licorice and the wine is polished, smooth and firm in the mouth. Pair it with braised meat or lamb stew.",Marcarini,90,49.0,Piedmont,Barbaresco,,Nebbiolo,Pertinace
87813,US,"A limited-production Bordeaux blend, this is a vineyard/barrel selection by now-departed Cadaretta winemaker Virginie Bourgue. It's silky and deep, with penetrating black fruits and toasted, roasted coffee barrel flavors. Seductive and smooth, this is an elegant wine that warrants cellaring.",Springboard Red,90,50.0,Washington,Columbia Valley (WA),Columbia Valley,Bordeaux-style Red Blend,Cadaretta
87814,US,"Some will criticize this Chardonnay for being too oaky and sweet, but it sure is delicious. It just brims with pineapple, yellow apricot, crème brûlée, honey and buttered toast flavors that are balanced with crisp acidity. If you like that California style, you'll love this opulent wine.",Tinaquaic Vineyard,90,32.0,California,Santa Maria Valley,Central Coast,Chardonnay,Foxen
87815,Italy,This Riserva Barbaresco from the warm 2005 vintage delivers subtle hints of wild berry and cassis backed by white truffle and earthy tones. At the far back are aromas of dried beef or smoked ham and the wine would pair well with veal in cream sauce. The acidity and tannins should keep your palate refreshed.,Riserva,90,,Piedmont,Barbaresco,,Nebbiolo,Fratelli Casetta
87816,France,"A sumptuous wine, creamy and nutty, full of ripe apples, touched by yeast. It is fresh and rich, very dry, a toasty character yielding to final crisp, clean acidity.",Cuvée Prédilection Brut,90,19.0,Loire Valley,Vouvray,,Chenin Blanc,Château Moncontour
87817,France,"With its rich toasty aroma and ripe creamed apple palate, this is a rich Champagne reflecting the vintage. It is well balanced, with toffee softness and lime juice acidity. Not for aging, but currently very enjoyable.",Brut Prestige,90,99.0,Champagne,Champagne,,Champagne Blend,Charles Ellner
87818,Italy,"Here's an earthy, meaty Barolo with characteristic aromas of smoked honey ham, bresaola, root beer and exotic spice. The fruit element comes forward as blackberry and cassis. The wine is slightly bitter and astringent. Drink it well after 2015 to let those tannins soften.",,90,42.0,Piedmont,Barolo,,Nebbiolo,Anselma
87819,Italy,"Made with organically grown grapes, this silky and elegant expression of Nebbiolo offers a youthful interpretation of the grape with bright berry notes of cassis, currant and wild raspberry backed by austere aromas of tar, licorice and leather.",,90,25.0,Piedmont,Langhe,,Nebbiolo,Cascina Corte di Barosi Alessandro
87820,Italy,"Here's a Barolo with a light and delicate touch. Bricco Luciani offers a steady stream of currants, root beer, tar, licorice and dusty mineral aromas. In fact, the mineral component is decisive and adds backbone to the wine in the mouth as well. This expression focuses less on brawn and extraction and more on elegance and finesse.",Bricco Luciani,90,,Piedmont,Barolo,,Nebbiolo,Cascina del Monastero
87821,Italy,"This Barolo from the Bussia cru offers all kinds of smoky aromatic veils wrapped around tones of cured beef, licorice, toasted hazelnut, humus, cola and blackberry. It sports a lean, compact feel in the mouth with well-etched tannins on the close.",Bussia,90,,Piedmont,Barolo,,Nebbiolo,Barale Fratelli
87822,Italy,"This vineyard-designate Barolo opens with slightly gritty aromas of coffee rinds, crushed mineral and raspberry or pomegranate fruit. But the aromatic impact is also surprising as those notes evolve into cola, root beer and earthy violets. The wine is silky and firm in the mouth and the tannins are still young.",Vigna Castellero,90,,Piedmont,Barolo,,Nebbiolo,Barale Fratelli
87823,Austria,"From well-drained gravel soil, this is a structured wine, flavored with red plums, red berries and firm tannins. St Laurent is an underestimated grape, and this wine shows its wonderful, juicy potential.",Schafleiten,90,37.0,Burgenland,,,St. Laurent,Judith Beck
87824,US,"Deep and fruity, this hits you with a dense core of black cherry, strawberry preserves and cooked raisins. Interesting details emerge throughout as it runs across the palate: pepper and herb, baking spices and light chocolate. Good balance and length, but drink up soon.",Seven Hills Vineyard Estate,90,37.0,Washington,Walla Walla Valley (WA),Columbia Valley,Syrah,L'Ecole No. 41
87825,Italy,"Sour fruit aromas are followed by tart white cherry, citrus zest, cedar wood, tealeaf and crushed mineral. The wine will appeal especially to Barolo traditionalists who look for complexity and elegance over brawn and power.",Rocche dell'Annunziata,90,75.0,Piedmont,Barolo,,Nebbiolo,Mauro Veglio
87826,France,"This creamy wine has a distinct mature and toasty character to balance the crisp white fruits and lively acidity. It is on the sweeter end of Brut, which adds richness to this attractive nonvintage.",Grand Brut,90,45.0,Champagne,Champagne,,Champagne Blend,Perrier Jouët
87827,France,"This dry, crisp wine is balanced, finely integrated, packed with grapefruit and green apple flavors. There is just a sign of maturing in its toastiness, giving some richness to the otherwise steely texture. A success.",Palmes d'Or Brut,90,135.0,Champagne,Champagne,,Champagne Blend,Nicolas Feuillatte
87828,Italy,"Oddero is one of the most important historic brands in the Langhe and the Rocche di Castiglione Barolo highlights this legacy very nicely. The wine is redolent of wild berries, plums, spice, white truffle and cherry liqueur. It's an elegant, tonic wine with a garnet and amber coloring.",Rocche di Castiglione,90,69.0,Piedmont,Barolo,,Nebbiolo,Oddero
87829,Italy,"This unique Barbaresco delivers power and personality with aromas of cherry liqueur, tar, asphalt, mesquite and slight touches of barbecue smoke. More than fruity aromas, you get floral ones here, especially red rose and violet. In the mouth, the wine is silky, tight and fresh.",Pajoré,90,58.0,Piedmont,Barbaresco,,Nebbiolo,Rizzi
87830,Chile,"This particular wine is fast becoming one of Chile's go-to Carmenères. For the second year in a row it impresses with a heady nose of black fruits, pastry and cola. After that, you get a palate full of spicy, rich baked berry, dusty pepper and smoked meat. As a whole it offers character, structure and kick.",Reserva de Familia,90,20.0,Rapel Valley,,,Carmenère,Santa Carolina
87831,US,"A beautiful rosé bubbly, from the copper-salmon color to the final finish. Made from Pinot Noir and Chardonnay, it's dry and refined, with complex orange, raspberry, vanilla cream, mineral and brioche flavors. Gains extra points for the smoothness of its bubbles.",Brut Rosé,90,27.0,California,Anderson Valley,Mendocino/Lake Counties,Champagne Blend,Roederer Estate
87832,Italy,"With 47 acres of vine, the Taliano family presents a thickly concentrated expression of Nebbiolo with pulpy fruit notes of cassis and blackberry. There's a bit of smoked ham, wet earth, vanilla and white truffle in there as well and the wine closes with a dense, velvety finish.",Sorì Montaribaldi,90,45.0,Piedmont,Barbaresco,,Nebbiolo,Montaribaldi
87833,Italy,"The historic Barale Fratelli estate offers this bright Barbaresco from the Serraboella cru. The beautiful wine is pristine and tight with loads of berry fruit and spice. It's tart, spicy and clean on the finish. Pair it with ravioli with lamb-based meat sauce.",Serraboella,90,,Piedmont,Barbaresco,,Nebbiolo,Barale Fratelli
